Week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
1,Terrell Suggs,1326,ED,ARZ,1,0,0,1,90.3,0,5,39,95.2,17.9,7,1,11.5,2,42,40,7,0,89.9,0,2,18,95.0,16.7,3,11.1,1,20,19,3
1,Thomas Davis Sr.,2231,LB,LAC,1,0,0,27,59.3,0,0,1,3.3,100.0,1,0,0.0,0,30,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
1,Lorenzo Alexander,2476,ED,BUF,1,0,0,4,72.4,0,4,16,76.2,12.5,2,0,18.8,1,21,16,5,0,72.3,0,2,10,90.9,10.0,1,20.0,1,11,10,3
1,Antoine Bethea,3152,S,NYG,1,0,0,21,59.1,0,0,1,2.8,0.0,0,0,0.0,0,36,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
1,Tramon Williams,3558,CB,GB,1,0,0,12,60.0,0,0,1,1.8,0.0,0,2,0.0,0,57,1,0,0,,0,0,0,0.0,,0,,0,31,0,0
1,Brandon Mebane,3701,DI,LAC,1,0,0,27,53.4,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Calais Campbell,4364,DI,JAX,1,0,0,15,71.3,1,2,31,100.0,9.7,3,2,4.8,0,37,37,3,0,64.4,0,0,7,100.0,14.3,1,0.0,0,11,11,0
1,Brandon Carr,4454,CB,BLT,1,0,0,3,52.2,0,0,3,11.5,0.0,0,0,0.0,0,26,3,0,0,56.1,0,0,2,14.3,0.0,0,0.0,0,14,2,0
1,Wesley Woodyard,4583,LB,TEN,1,0,0,31,60.0,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
1,Cameron Wake,4907,ED,TEN,1,0,0,31,85.8,1,1,20,100.0,30.0,6,0,20.0,3,22,22,5,0,90.9,1,1,9,100.0,44.4,4,33.3,2,10,10,4
1,Malcolm Jenkins,4937,S,PHI,1,0,0,24,59.1,0,0,1,2.0,0.0,0,0,0.0,0,49,1,0,0,,0,0,0,0.0,,0,,0,24,0,0
1,Clay Matthews,4949,ED,LA,1,0,0,26,52.1,0,1,23,85.2,4.3,1,0,2.2,0,27,23,1,0,57.7,0,1,9,81.8,11.1,1,5.6,0,11,9,1
1,Patrick Chung,4957,S,NE,1,0,0,19,54.4,0,0,5,12.5,0.0,0,0,0.0,0,40,5,0,0,,0,0,0,0.0,,0,,0,18,0,0
1,Clinton McDonald,5173,DI,ARZ,1,0,0,1,64.5,0,1,16,89.5,12.5,2,0,3.1,0,19,17,1,0,69.3,0,1,10,100.0,20.0,2,5.0,0,11,11,1
1,Steve McLendon,5232,DI,NYJ,1,0,0,22,60.0,0,1,21,100.0,9.5,2,0,2.4,0,23,23,1,0,62.1,0,1,16,100.0,12.5,2,3.1,0,16,16,1
1,Michael Bennett,5273,ED,NE,1,0,0,19,56.6,0,2,23,96.4,8.7,2,0,4.3,0,28,27,2,0,62.7,0,2,11,100.0,18.2,2,9.1,0,13,13,2
1,Ndamukong Suh,5527,DI,TB,1,0,0,30,50.4,0,0,23,100.0,0.0,0,0,0.0,0,29,29,0,0,54.4,0,0,3,100.0,0.0,0,0.0,0,5,5,0
1,Gerald McCoy,5528,DI,CAR,1,0,0,5,66.7,0,3,21,100.0,14.3,3,1,7.1,0,23,23,3,0,80.9,0,3,6,100.0,50.0,3,25.0,0,7,7,3
1,Tyson Alualu,5535,DI,PIT,1,0,0,25,57.7,0,0,15,100.0,6.7,1,0,0.0,0,15,15,0,0,55.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
1,Brandon Graham,5538,ED,PHI,1,0,0,24,66.0,1,5,32,100.0,18.8,6,0,9.4,0,34,34,6,0,66.5,1,3,16,100.0,25.0,4,12.5,0,18,18,4
1,Earl Thomas III,5539,S,BLT,1,0,0,3,59.1,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,59.1,0,0,1,6.3,0.0,0,0.0,0,16,1,0
1,Jerry Hughes,5556,ED,BUF,1,1,0,4,64.8,0,2,35,100.0,5.7,2,2,5.7,1,38,38,3,0,64.6,0,2,16,100.0,12.5,2,12.5,1,17,17,3
