Week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
1,Malcolm Jenkins,4937,S,NO,1,34,0,20,0,0.0,100.0,100.0,15.0,15.0,0,0,0.0,61.3,0,3,0.0,0,0,79.2,1,18,52.9,18,1,2,1,0,3,3,0.2,3.0,0,0,-2.0,50.0,88.2,14.0,7.0,0,0,0.0,57.2,0,2,0.0,0,0,56.3,1,15,44.1,17,1,1,2,0,2,8,0.1,2.0
1,Jason McCourty,5127,S,MIA,1,40,0,17,0,14.5,50.0,83.3,13.0,6.5,0,1,50.0,83.5,0,4,0.0,0,1,56.3,1,15,37.5,18,1,1,2,0,4,3,0.3,4.0,0,0,25.0,100.0,100.0,20.0,20.0,0,0,0.0,55.8,0,25,0.0,0,0,118.8,1,22,55.0,22,0,1,1,0,25,0,1.3,25.0
1,Joe Haden,5532,CB,PIT,1,62,0,25,0,15.5,100.0,100.0,5.0,5.0,0,0,0.0,53.4,0,37,0.0,0,0,118.8,2,13,21.0,13,0,2,2,0,44,13,4.4,22.0,0,0,28.0,0.0,100.0,,40.0,0,0,0.0,80.1,0,,0.0,0,0,39.6,0,43,69.4,43,1,2,1,0,0,0,0.0,
1,Jason Pierre-Paul,5540,ED,TB,1,7,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,1.5,100.0,6.5,1.5,1.5,0,0,0.0,82.1,0,6,0.0,0,0,85.4,2,3,42.9,46,1,4,2,0,9,6,3.0,4.5
1,Kareem Jackson,5545,S,DEN,1,45,0,10,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,6,13.3,6,0,0,0,0,0,0,0.0,,0,0,5.0,0.0,100.0,,17.0,0,0,0.0,63.8,0,,,0,0,39.6,0,17,37.8,17,0,0,1,0,0,0,0.0,
1,Devin McCourty,5552,S,NE,1,30,0,19,0,,,100.0,,,1,0,,64.5,0,,0.0,0,0,0.0,0,19,63.3,19,0,1,0,0,0,0,0.0,,0,2,,,100.0,,,0,0,,66.2,0,,0.0,0,0,0.0,0,11,36.7,11,0,1,0,0,0,0,0.0,
1,Jerry Hughes,5556,ED,BUF,1,1,0,4,0,,,10.0,,,0,0,,60.5,0,,0.0,0,0,0.0,0,1,100.0,10,0,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,
1,Carlos Dunlap,5579,ED,SEA,1,3,0,29,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,4,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.4,0,,,0,0,0.0,0,2,66.7,14,0,0,0,0,0,0,0.0,
1,Von Miller,6154,ED,DEN,1,4,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,1,0,0,0,0,0,,,0,0,,,27.3,,,0,0,,78.1,0,,0.0,0,0,0.0,0,3,75.0,11,1,1,0,0,0,0,0.0,
1,Patrick Peterson,6157,CB,MIN,1,33,0,18,0,3.0,0.0,100.0,,7.0,0,0,0.0,65.3,0,,,0,0,39.6,0,7,21.2,7,0,0,1,0,0,0,0.0,,0,0,-3.5,100.0,100.0,8.5,8.5,0,0,0.0,70.2,0,7,0.0,0,0,93.8,2,18,54.5,18,1,1,2,0,13,20,0.8,6.5
1,J.J. Watt,6163,DI,ARZ,1,1,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,59.5,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,
1,Robert Quinn,6166,ED,CHI,1,3,0,6,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,4,0,0,0,0,0,0,0.0,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,9,0,0,0,0,0,0,0.0,
1,Justin Houston,6222,ED,BLT,1,2,0,3,0,,,4.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,23,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,
1,K.J. Wright,6251,LB,LV,1,17,0,23,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.0,100.0,100.0,16.0,16.0,0,0,0.0,57.6,0,29,50.0,1,0,118.8,1,16,94.1,16,0,1,1,0,29,24,1.8,29.0
1,Pernell McPhee,6317,ED,BLT,1,3,0,3,0,,,13.3,,,0,0,,60.7,0,,,0,0,0.0,0,2,66.7,15,1,0,0,0,0,0,0.0,,0,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,8,0,0,0,0,0,0,0.0,
1,Malcolm Smith,6394,LB,CLV,1,11,0,8,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,2,0,0,0,0,0,0,,,0,0,,,88.9,,,0,0,,52.9,0,,0.0,0,0,0.0,0,8,72.7,9,0,1,0,0,0,0,0.0,
1,Chris Harris Jr.,6457,CB,LAC,1,29,0,27,0,,,100.0,,,0,0,,64.1,0,,,0,0,0.0,0,5,17.2,5,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,95.2,8.5,8.5,0,0,0.0,77.8,0,9,,0,0,97.9,2,20,69.0,21,0,0,2,0,15,13,0.9,7.5
1,Mario Addison,6558,ED,BUF,1,2,0,4,0,,,9.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,11,1,0,0,0,0,0,0.0,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,7,0,0,0,0,0,0,0.0,
1,Melvin Ingram III,7024,ED,PIT,1,2,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,6.9,,,0,0,,61.0,0,,,0,0,0.0,0,2,100.0,29,0,0,0,0,0,0,0.0,
1,Dont'a Hightower,7030,LB,NE,1,19,0,19,0,3.0,100.0,62.5,10.0,10.0,0,0,0.0,51.5,0,10,0.0,0,0,108.3,1,10,52.6,16,0,1,1,0,10,7,1.0,10.0,0,0,,,90.0,,,0,0,,51.7,0,,,0,0,0.0,0,9,47.4,10,0,0,0,0,0,0,0.0,
1,Janoris Jenkins,7043,CB,TEN,1,36,0,31,0,3.7,100.0,100.0,4.3,4.3,0,0,0.0,54.4,0,10,0.0,0,0,88.9,3,14,38.9,14,2,3,3,0,16,5,1.2,5.3,0,0,18.0,66.7,100.0,8.0,5.3,0,0,0.0,48.2,0,38,0.0,0,0,109.7,2,16,44.4,16,0,3,3,0,48,13,3.0,24.0
1,Bobby Wagner,7050,LB,SEA,1,44,0,29,0,2.0,100.0,40.0,1.0,1.0,0,0,0.0,49.9,0,9,,0,0,104.2,1,2,4.5,5,0,0,1,0,9,7,9.0,9.0,0,1,0.0,50.0,96.0,22.0,11.0,0,1,50.0,66.1,0,15,0.0,0,1,75.0,1,24,54.5,25,0,2,2,0,15,18,0.7,15.0
1,Tavon Wilson,7051,S,SF,1,18,0,28,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,4,22.2,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.4,0,,,0,0,0.0,0,10,55.6,10,0,0,0,0,0,0,0.0,
1,Lavonte David,7060,LB,TB,1,57,0,30,0,6.0,100.0,55.6,4.0,4.0,0,0,0.0,49.4,0,6,0.0,0,0,91.7,1,5,8.8,9,0,1,1,0,6,0,1.5,6.0,0,2,-0.7,100.0,84.0,12.0,12.0,0,1,33.3,88.9,0,7,0.0,0,1,87.5,3,42,73.7,50,2,3,3,0,15,17,0.4,5.0
1,Casey Hayward Jr.,7064,CB,LV,1,39,0,23,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,22.5,0.0,100.0,,18.5,0,0,0.0,84.3,0,,0.0,0,0,39.6,0,38,97.4,38,1,2,2,0,0,0,0.0,
1,Demario Davis,7079,LB,NO,1,27,0,20,0,,,64.7,,,0,0,,68.4,0,,,0,0,0.0,0,11,40.7,17,0,0,0,0,0,0,0.0,,0,0,1.0,66.7,100.0,7.0,4.7,0,0,0.0,67.4,0,7,0.0,0,0,74.3,2,15,55.6,15,1,1,3,0,12,7,0.9,6.0
1,Tashaun Gipson Sr.,7288,S,CHI,1,28,0,6,0,9.0,50.0,100.0,7.0,3.5,0,1,50.0,73.3,0,7,0.0,0,0,58.3,1,7,25.0,7,0,1,2,0,7,2,1.0,7.0,0,0,8.0,100.0,100.0,5.5,5.5,0,0,0.0,61.1,0,37,0.0,0,0,118.8,2,12,42.9,12,1,1,2,0,38,22,3.5,19.0
1,Harrison Smith,7641,S,MIN,1,30,0,18,1,,,85.7,,,0,0,,65.0,0,,0.0,0,0,0.0,0,6,20.0,7,1,0,0,0,0,0,0.0,,0,1,,,88.9,,,0,0,,66.6,0,,0.0,0,0,0.0,0,16,53.3,18,0,1,0,0,0,0,0.0,
1,Desmond Trufant,7803,CB,NO,1,10,0,20,1,21.0,0.0,100.0,,6.0,0,0,0.0,67.0,0,,0.0,0,0,39.6,0,7,70.0,7,0,0,1,0,0,0,0.0,,0,0,-1.0,100.0,100.0,2.0,2.0,0,0,0.0,45.4,0,8,100.0,1,0,100.0,1,3,30.0,3,0,0,1,0,8,9,4.0,8.0
1,Alec Ogletree,7811,LB,CHI,1,19,0,6,0,,,42.9,,,0,0,,33.1,0,,,0,0,0.0,0,3,15.8,7,0,0,0,0,0,0,0.0,,0,0,9.5,100.0,100.0,4.0,4.0,0,0,0.0,55.9,0,18,0.0,0,0,106.3,2,8,42.1,8,1,2,2,0,19,0,2.4,9.5
1,Darius Slay,7817,CB,PHI,1,44,0,24,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,7.7,42.9,100.0,9.3,4.0,0,1,14.3,81.8,0,7,0.0,0,1,50.3,3,31,70.5,31,2,3,7,0,15,8,0.5,5.0
1,Jon Bostic,7831,LB,WAS,1,39,0,32,0,,,77.8,,,0,0,,67.1,0,,,0,0,0.0,0,14,35.9,18,0,0,0,0,0,0,0.0,,0,0,5.6,100.0,94.1,3.0,3.0,0,0,0.0,34.3,0,17,25.0,1,0,105.0,5,16,41.0,17,1,3,5,0,46,18,3.1,9.2
1,Jamie Collins Sr.,7833,LB,DET,1,16,0,11,0,,,66.7,,,0,0,,61.0,0,,,0,0,0.0,0,2,12.5,3,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,100.0,12.0,12.0,0,0,0.0,37.8,0,15,100.0,1,0,118.8,1,12,75.0,12,0,0,1,0,15,14,1.3,15.0
