Week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Marvin Harrison,162,WR,IND,1,13.1,0,60.0,,0,0,0,10.0,1,6,14,0,56.7,70.6,74.2,,73.2,0.0,0,0,20,0.0,0,41,0,9,97.6,40,7.3,3,83.5,15,0,92.7,38,113,6,0.7,12.6,2.83
1,Drew Bennett,941,WR,TEN,1,11.6,1,53.3,,0,0,0,20.0,2,6,31,1,38.4,19.2,70.3,,71.2,0.0,0,1,24,0.0,0,43,1,8,93.0,40,11.6,5,48.2,15,0,88.4,38,106,27,3.4,13.3,2.65
1,Chris Chambers,821,WR,MIA,1,11.6,1,35.7,,0,0,0,16.7,1,5,17,0,45.8,68.0,67.6,,65.5,0.0,0,1,19,0.0,0,42,0,5,95.2,40,7.1,3,19.6,14,0,92.9,39,59,17,3.4,11.8,1.48
1,Torry Holt,441,WR,SL,1,12.9,1,50.0,,0,0,0,12.5,1,4,26,0,52.1,69.5,67.4,,66.9,0.0,0,0,23,0.0,0,37,0,7,97.3,36,18.9,7,67.6,14,0,81.1,30,80,22,3.1,11.4,2.22
1,Larry Fitzgerald,1724,WR,ARZ,1,11.6,1,64.3,,0,0,0,18.2,2,7,1,0,38.4,70.6,72.6,,72.9,5.0,2,0,28,0.0,0,40,0,9,97.5,39,20.0,8,95.2,14,0,75.0,30,133,33,3.7,14.8,3.41
1,Tony Gonzalez,237,TE,KC,1,7.9,0,83.3,,0,0,0,0.0,0,5,16,0,78.0,71.1,78.9,66.6,76.8,41.7,20,0,21,2.1,1,48,0,10,93.8,45,50.0,24,122.6,12,1,8.3,4,81,15,1.5,8.1,1.8
1,Donald Driver,533,WR,GB,1,10.9,1,70.0,,0,0,0,12.5,1,5,12,0,52.5,69.5,86.5,,83.7,0.0,0,0,24,0.0,0,32,0,7,93.8,30,68.8,22,100.4,10,0,31.3,10,96,40,5.7,13.7,3.2
1,Terrell Owens,188,WR,DAL,1,12.9,3,60.0,,0,0,0,0.0,0,4,9,0,75.6,69.5,85.2,,83.4,0.0,0,0,21,0.0,0,40,0,6,90.0,36,17.5,7,118.8,10,1,82.5,33,80,34,5.7,13.3,2.22
1,Laveranues Coles,638,WR,NYJ,1,14.0,0,80.0,,0,0,0,0.0,0,5,22,0,76.5,70.1,91.2,,90.4,0.0,0,0,41,0.0,0,33,0,8,93.9,31,24.2,8,118.8,10,0,75.8,25,153,22,2.8,19.1,4.94
1,Drew Carter,1881,WR,CAR,1,11.5,0,50.0,,0,0,0,0.0,0,3,5,0,73.4,69.1,69.1,,67.5,0.0,0,0,25,0.0,0,44,1,5,95.5,42,13.6,6,69.6,10,0,86.4,38,62,13,2.6,12.4,1.48
1,Troy Williamson,2224,WR,MIN,1,21.2,1,44.4,,0,0,0,42.9,3,3,18,0,27.5,68.0,61.9,,61.3,0.0,0,0,46,0.0,0,30,0,4,86.7,26,6.7,2,74.8,9,0,93.3,28,77,30,7.5,19.3,2.96
1,Kellen Winslow,1727,TE,CLV,1,5.0,2,88.9,,0,0,0,0.0,0,1,8,0,76.5,70.1,72.6,73.8,75.9,58.5,24,0,18,9.8,4,41,0,8,78.0,32,12.2,5,132.9,9,1,26.8,11,63,33,4.1,7.9,1.97
1,Jerricho Cotchery,1829,WR,NYJ,1,12.8,0,66.7,,0,0,0,14.3,1,5,22,0,52.5,69.5,77.8,,80.0,0.0,0,0,19,0.0,0,38,1,6,92.1,35,39.5,15,124.8,9,1,60.5,23,65,17,2.8,10.8,1.86
1,Donte' Stallworth,1020,WR,PHI,1,21.8,1,66.7,,0,0,0,25.0,2,6,24,0,29.8,68.8,81.8,,80.4,0.0,0,0,42,0.0,0,35,0,6,100.0,35,5.7,2,146.8,9,1,94.3,33,141,19,3.2,23.5,4.03
1,Reggie Bush,2947,HB,NO,1,0.7,0,77.8,,0,0,0,12.5,1,4,20,0,52.1,76.8,72.4,69.2,84.9,0.0,0,0,14,6.7,1,15,0,7,93.3,14,6.7,1,90.7,9,0,33.3,5,52,45,6.4,7.4,3.71
1,Todd Heap,801,TE,BLT,1,7.0,0,55.6,,0,0,0,0.0,0,1,3,0,73.4,68.0,71.4,27.0,61.9,79.3,23,0,13,13.8,4,29,0,5,82.8,24,6.9,2,69.7,9,0,13.8,4,46,20,4.0,9.2,1.92
1,Isaac Bruce,80,WR,SL,1,8.3,0,55.6,,0,0,0,16.7,1,3,26,0,46.3,68.0,63.9,,63.3,0.0,0,0,34,0.0,0,33,0,5,97.0,32,15.2,5,78.0,9,0,84.8,28,64,25,5.0,12.8,2.0
1,Frank Gore,2282,HB,SF,1,-2.0,3,66.7,,0,0,0,0.0,0,2,28,0,74.6,76.9,67.6,40.0,89.6,0.0,0,0,39,50.0,12,24,1,6,50.0,12,0.0,0,96.1,9,0,0.0,0,83,102,17.0,13.8,6.92
1,Anquan Boldin,1369,WR,ARZ,1,5.6,5,44.4,,0,0,0,0.0,0,4,1,0,72.1,67.0,70.7,,76.2,0.0,0,0,19,0.0,0,39,2,4,97.4,38,48.7,19,104.9,9,1,48.7,19,62,47,11.8,15.5,1.63
1,Plaxico Burress,586,WR,NYG,1,13.7,0,44.4,,0,0,0,20.0,1,3,21,0,72.1,67.0,76.5,,78.0,0.0,0,0,37,0.0,0,35,2,4,97.1,34,14.3,5,113.2,9,1,85.7,30,80,4,1.0,20.0,2.35
1,Reggie Wayne,800,WR,IND,1,12.9,0,50.0,,0,0,0,20.0,1,4,14,0,41.6,67.0,72.7,,67.8,0.0,0,0,34,0.0,0,41,0,4,97.6,40,12.2,5,78.6,8,0,87.8,36,67,7,1.8,16.8,1.68
1,Amani Toomer,169,WR,NYG,1,10.4,0,62.5,,0,0,0,0.0,0,2,21,0,73.4,68.0,59.8,,61.8,0.0,0,1,16,0.0,0,35,1,5,97.1,34,51.4,18,35.9,8,0,48.6,17,41,1,0.2,8.2,1.21
1,Desmond Clark,529,TE,CHI,1,10.4,0,62.5,,0,0,0,0.0,0,3,6,0,73.4,68.0,88.9,75.3,89.5,75.9,22,1,33,17.2,5,29,0,5,75.9,22,17.2,5,54.7,8,0,6.9,2,77,24,4.8,15.4,3.5
1,Matt Jones,2238,WR,JAX,1,12.8,0,62.5,,0,0,0,0.0,0,4,15,0,73.4,69.1,68.7,,70.0,0.0,0,0,25,0.0,0,28,0,5,100.0,28,25.0,7,91.1,8,0,75.0,21,71,15,3.0,14.2,2.54
1,Keyshawn Johnson,153,WR,CAR,1,13.1,1,50.0,,0,0,0,0.0,0,3,5,0,72.1,67.0,70.1,,66.8,0.0,0,0,18,0.0,0,43,0,4,95.3,41,51.2,22,64.6,8,0,48.8,21,40,7,1.8,10.0,0.98
1,Jason Witten,1384,TE,DAL,1,9.0,0,37.5,,0,0,0,0.0,0,2,9,0,72.1,67.0,64.6,75.6,66.3,47.5,19,2,15,17.5,7,40,1,3,72.5,29,32.5,13,10.9,8,0,12.5,5,33,15,5.0,11.0,1.14
1,Joe Horn,199,WR,NO,1,13.9,0,28.6,,0,0,1,33.3,1,1,20,0,29.9,64.0,51.9,,54.4,0.0,0,0,20,0.0,0,30,1,2,100.0,30,40.0,12,42.0,7,0,60.0,18,25,1,0.5,12.5,0.83
1,Javon Walker,1027,WR,DEN,1,11.3,0,42.9,,0,0,0,40.0,2,2,10,0,28.0,65.8,61.6,,59.2,0.0,0,0,18,0.0,0,25,0,3,96.0,24,16.0,4,62.2,7,0,84.0,21,41,6,2.0,13.7,1.71
1,Jeremy Shockey,1021,TE,NYG,1,9.1,1,71.4,,0,0,0,0.0,0,4,21,0,73.4,68.0,71.3,70.7,75.2,46.7,14,0,15,20.0,6,30,1,5,80.0,24,53.3,16,136.3,7,1,0.0,0,59,11,2.2,11.8,2.46
1,Vernon Davis,2951,TE,SF,1,0.7,3,71.4,,0,0,0,28.6,2,1,28,1,29.4,16.2,39.8,61.6,30.5,63.4,26,0,31,31.7,13,41,0,5,65.9,27,17.1,7,123.2,7,1,0.0,0,37,37,7.4,7.4,1.37
1,Terry Glenn,156,WR,DAL,1,13.7,0,57.1,,0,0,0,0.0,0,2,9,0,73.4,68.0,69.4,,72.3,0.0,0,1,51,0.0,0,40,2,4,90.0,36,30.0,12,58.3,7,0,70.0,28,81,11,2.8,20.3,2.25
1,Bobby Engram,177,WR,SEA,1,12.9,1,71.4,,0,0,0,0.0,0,4,29,0,73.4,68.0,82.2,,80.2,0.0,0,0,21,0.0,0,26,0,5,100.0,26,84.6,22,92.6,7,0,15.4,4,52,20,4.0,10.4,2.0
1,Benjamin Watson,1753,TE,NE,1,12.9,1,42.9,,0,0,0,0.0,0,2,19,0,70.5,65.8,80.8,73.5,75.1,40.0,10,1,34,16.0,4,25,0,3,84.0,21,52.0,13,28.0,7,0,8.0,2,50,6,2.0,16.7,2.38
1,Kevin Jones,1751,HB,DET,1,-2.1,3,71.4,,0,0,0,16.7,1,2,11,0,45.8,25.5,39.2,9.2,64.2,4.0,1,0,15,8.0,2,25,1,5,88.0,22,0.0,0,88.4,7,0,0.0,0,45,55,11.0,9.0,2.05
1,Michael Clayton,1736,WR,TB,1,12.9,0,42.9,,0,0,0,0.0,0,2,30,0,70.5,65.8,60.7,,60.2,0.0,0,1,27,0.0,0,25,0,3,100.0,25,28.0,7,18.5,7,0,72.0,18,34,10,3.3,11.3,1.36
1,Roy Williams,1728,WR,DET,1,18.3,1,42.9,,0,0,0,0.0,0,2,11,0,70.5,65.8,66.1,,67.6,0.0,0,0,21,0.0,0,39,1,3,94.9,37,12.8,5,59.2,7,0,87.2,34,36,9,3.0,12.0,0.97
1,Dennis Northcutt,605,WR,CLV,1,16.0,0,57.1,,0,0,0,20.0,1,2,8,0,41.6,67.0,56.2,,57.3,0.0,0,1,12,0.0,0,40,1,4,90.0,36,22.5,9,32.1,7,0,77.5,31,37,7,1.8,9.3,1.03
1,Dante' Hall,677,WR,KC,1,6.9,0,71.4,,0,0,0,0.0,0,1,16,0,73.4,69.1,62.1,,57.2,8.3,3,0,8,0.0,0,36,0,5,100.0,36,75.0,27,80.1,7,0,16.7,6,31,1,0.2,6.2,0.86
1,Chad Johnson,806,WR,CIN,1,11.0,1,71.4,,0,0,0,0.0,0,2,7,0,73.4,70.0,67.5,,72.2,0.0,0,0,15,0.0,0,22,0,5,90.9,20,9.1,2,90.2,7,0,90.9,20,48,11,2.2,9.6,2.4
1,Antonio Bryant,1070,WR,SF,1,30.0,1,57.1,,0,0,0,0.0,0,4,28,0,73.4,68.0,76.1,,76.9,0.0,0,0,46,0.0,0,41,2,4,92.7,38,9.8,4,101.8,7,0,90.2,37,114,16,4.0,28.5,3.0
