Week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
1,Cedric Benson,2221,HB,CIN,1,25,2,1,32.2,39,0,121,0,0,2,55,16.9,2,6,7,0,0,78.5,76.0,74.5,,78.3,57.7,74.4,59.2,39,0,2,1,12,27,0,0,1,26,1,121,55,2.2,4.8,0.17,0
1,Tim Hightower,4463,HB,WAS,1,25,3,1,30.6,22,0,72,0,0,3,53,22.7,1,3,32,0,0,79.0,56.6,76.5,,80.1,62.1,53.7,,22,0,25,3,28,26,0,0,3,28,1,72,53,2.12,2.9,0.89,0
1,Ben Tate,5583,HB,HST,1,24,3,1,14.6,18,0,123,0,0,3,77,40.1,5,8,13,1,0,27.1,59.3,73.9,,75.9,53.2,59.6,59.2,18,0,0,0,10,27,0,0,0,24,1,123,77,3.21,5.1,0.0,0
1,Maurice Jones-Drew,3005,HB,JAX,1,24,3,1,21.6,21,0,97,0,0,3,49,25.5,2,6,15,0,0,78.2,61.9,73.1,,,55.5,62.1,59.7,21,0,0,0,6,27,0,0,0,24,1,97,49,2.04,4.0,0.0,0
1,Frank Gore,2282,HB,SF,1,22,1,1,27.1,16,0,59,1,0,1,51,9.3,2,2,28,0,0,78.1,51.1,74.2,,,39.9,55.8,59.3,16,0,19,3,20,26,0,0,4,25,0,59,51,2.32,2.7,0.95,0
1,Darren McFadden,4318,HB,OAK,1,22,3,3,58.0,87,0,150,0,0,3,48,28.5,4,4,23,0,0,77.8,61.8,0.0,,76.7,57.7,63.9,60.0,47,1,6,1,11,24,0,0,1,23,0,150,48,2.18,6.8,0.55,0
1,Jahvid Best,5555,HB,DET,1,21,2,0,0.0,0,0,72,1,0,2,39,14.9,0,4,11,0,0,78.0,64.8,77.2,,70.5,54.9,66.6,60.0,9,0,42,4,23,24,0,0,5,25,0,72,39,1.86,3.4,1.83,0
1,Fred Jackson,3368,HB,BUF,1,20,8,1,21.4,24,0,112,0,0,8,81,154.3,3,5,4,0,0,77.3,78.8,75.0,,81.3,54.5,79.2,58.1,24,0,5,1,13,26,0,0,1,21,0,112,81,4.05,5.6,0.38,0
1,Cadillac Williams,2222,HB,SL,1,19,0,1,17.6,16,0,91,3,0,0,53,0.0,4,5,26,0,0,77.8,58.4,76.7,,79.2,38.7,63.4,60.0,16,0,49,5,29,21,0,0,8,24,0,91,53,2.79,4.8,1.69,0
1,Ray Rice,4369,HB,BLT,1,19,2,1,33.6,36,0,107,1,0,2,65,29.7,3,4,3,0,0,77.7,74.7,73.9,,77.4,92.3,63.3,,36,0,42,4,12,20,0,0,5,23,1,107,65,3.42,5.6,3.5,0
