Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
0,Davis Webb,11842,QB,CAL,1,77.4,53,54,8.0,2.26,0,0,0.0,70.4,38,0,12,7.3,57,3,19,130,70.6,69.2,66.1,70.0,1,0,60,0,16.7,119.4,3.5,2,1,0,0,4,2,3.3,441,8.2
0,Ikaika Woolsey,46495,QB,HAWAII,1,58.8,34,34,12.6,2.63,0,1,2.8,50.0,17,0,10,15.0,36,3,12,180,35.8,55.2,60.9,49.0,0,1,39,1,0.0,70.0,0.0,0,2,0,0,1,2,5.1,234,6.9
Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
1,Tyler Jones,46534,QB,TEXAS ST,1,86.0,50,56,6.6,2.4,1,2,3.4,71.4,40,0,23,7.0,62,3,24,314,74.2,83.7,82.6,63.0,1,2,65,0,26.1,101.7,9.7,6,0,2,2,4,2,3.1,419,7.5
1,Deondre Francois,46585,QB,FLORIDA ST,1,70.8,48,52,9.0,2.71,0,1,1.8,63.5,33,0,28,2.9,58,1,19,167,71.4,72.8,70.5,66.4,2,0,64,0,10.7,101.4,5.2,3,3,0,2,2,1,1.6,419,8.1
1,Luke Falk,46586,QB,WASH STATE,1,82.4,51,52,5.7,2.35,0,3,5.5,78.8,41,0,5,2.4,57,1,25,341,70.6,75.7,78.2,50.2,0,1,60,0,60.0,117.8,5.3,3,2,1,0,4,1,1.7,418,8.0
1,Drew Lock,39517,QB,MISSOURI,1,52.1,48,51,14.0,2.51,0,3,5.6,45.1,23,0,7,8.0,56,2,13,229,71.5,67.3,68.3,56.8,0,0,59,0,14.3,69.1,1.8,1,4,0,3,1,1,1.7,280,5.5
1,Kenny Hill,46637,QB,TCU,1,75.0,48,50,10.2,2.67,0,1,1.8,66.0,33,0,7,8.3,55,3,25,305,70.9,70.7,70.4,60.7,0,2,60,0,0.0,90.3,0.0,0,5,1,1,2,3,5.0,439,8.8
1,Josh Rosen,35460,QB,UCLA,1,75.6,41,47,7.8,2.73,0,1,2.0,55.3,26,0,26,16.1,55,5,17,324,40.7,60.7,60.1,58.7,2,3,57,0,19.2,59.1,9.1,5,3,1,3,1,3,5.3,343,7.3
1,Greg Windham,46533,QB,OHIO,1,77.5,40,46,8.4,2.63,1,1,2.1,60.9,28,0,10,9.7,49,3,17,259,42.8,69.3,73.9,51.0,1,0,52,0,0.0,117.3,0.0,0,3,0,4,4,0,0.0,392,8.5
