Week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
1,Peyton Manning,327,QB,IND,1,-61.22,0,51,14,81.0,42,49,7.8,0.0,3,1,1.9,61.2,30,17,11.8,51,100.0,4,15,,80.9,72.5,0.0,72.7,,,2,0,54,11.8,81.8,3.9,2,0,0,2,1,0,0.0,257,5.2,81.0,42,49,7.8,0.0,3,1,1.9,61.2,30,17,11.8,51,100.0,4,15,,80.9,72.5,0.0,72.7,,,2,0,54,11.8,81.8,3.9,2,0,0,2,1,0,0.0,257,5.2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.24
1,Chad Pennington,596,QB,MIA,1,-60.47,0,47,17,65.9,41,43,8.8,0.0,0,1,2.3,60.5,26,13,3.7,47,100.0,1,15,,80.3,70.5,79.0,71.6,,50.3,1,1,49,30.8,82.6,8.5,4,0,0,1,2,1,2.0,251,5.8,65.9,41,43,8.8,0.0,0,1,2.3,60.5,26,13,3.7,47,100.0,1,15,,80.3,70.5,79.0,71.6,,50.3,1,1,49,30.8,82.6,8.5,4,0,0,1,2,1,2.0,251,5.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.84
1,Matt Hasselbeck,408,QB,SEA,1,-41.46,0,46,29,62.9,35,41,11.0,0.0,4,1,2.3,41.5,17,24,22.7,46,100.0,5,11,,80.1,56.0,79.3,55.7,,,1,1,48,20.8,53.9,10.9,5,0,0,1,1,0,0.0,190,4.6,62.9,35,41,11.0,0.0,4,1,2.3,41.5,17,24,22.7,46,100.0,5,11,,80.1,56.0,79.3,55.7,,,1,1,48,20.8,53.9,10.9,5,0,0,1,1,0,0.0,190,4.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.63
1,Tarvaris Jackson,3009,QB,MIN,1,-45.71,0,44,18,57.6,33,35,11.8,0.0,0,0,0.0,45.7,16,19,15.8,44,100.0,3,11,,80.2,59.9,79.5,50.1,,82.9,0,1,48,5.3,59.0,2.3,1,8,1,1,1,2,4.2,178,5.1,57.6,33,35,11.8,0.0,0,0,0.0,45.7,16,19,15.8,44,100.0,3,11,,80.2,59.9,79.5,50.1,,82.9,0,1,48,5.3,59.0,2.3,1,8,1,1,1,2,4.2,178,5.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.09
1,Jeff Garcia,550,QB,TB,1,-58.54,0,44,30,69.4,36,41,7.8,0.0,0,0,0.0,58.5,24,13,4.0,44,100.0,1,14,,80.0,54.7,79.0,56.4,,51.1,0,1,47,15.4,71.3,4.5,2,1,1,4,1,1,2.1,221,5.4,69.4,36,41,7.8,0.0,0,0,0.0,58.5,24,13,4.0,44,100.0,1,14,,80.0,54.7,79.0,56.4,,51.1,0,1,47,15.4,71.3,4.5,2,1,1,4,1,1,2.1,221,5.4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.39
1,David Garrard,1109,QB,JAX,1,-65.71,0,42,15,71.4,35,35,8.6,0.0,0,1,2.8,65.7,23,17,8.0,42,100.0,2,11,,30.2,50.0,78.8,47.8,,67.1,0,2,44,41.2,68.2,16.7,7,0,0,0,1,2,4.5,215,6.1,71.4,35,35,8.6,0.0,0,1,2.8,65.7,23,17,8.0,42,100.0,2,11,,30.2,50.0,78.8,47.8,,67.1,0,2,44,41.2,68.2,16.7,7,0,0,0,1,2,4.5,215,6.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.14
1,Jake Delhomme,303,QB,CAR,1,-56.1,0,42,5,59.0,39,41,9.3,0.0,1,1,2.4,56.1,23,6,0.0,42,100.0,0,12,,79.6,62.3,79.5,61.5,,,1,0,44,16.7,82.1,2.4,1,0,0,0,1,0,0.0,247,6.0,59.0,39,41,9.3,0.0,1,1,2.4,56.1,23,6,0.0,42,100.0,0,12,,79.6,62.3,79.5,61.5,,,1,0,44,16.7,82.1,2.4,1,0,0,0,1,0,0.0,247,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.02
1,Matt Schaub,1811,QB,HST,1,-75.76,0,39,13,78.1,32,33,5.3,0.0,0,0,0.0,75.8,25,13,0.0,39,100.0,0,14,,79.5,41.8,78.9,43.5,,52.9,0,2,43,38.5,75.6,12.8,5,1,0,1,1,2,4.7,202,6.1,78.1,32,33,5.3,0.0,0,0,0.0,75.8,25,13,0.0,39,100.0,0,14,,79.5,41.8,78.9,43.5,,52.9,0,2,43,38.5,75.6,12.8,5,1,0,1,1,2,4.7,202,6.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.12
1,Eli Manning,1722,QB,NYG,1,-54.29,0,38,21,65.6,32,35,10.3,0.0,0,0,0.0,54.3,19,14,9.5,38,100.0,2,11,,79.3,53.8,0.0,54.5,,61.6,1,1,40,14.3,61.1,5.3,2,1,0,2,0,2,5.0,216,6.2,65.6,32,35,10.3,0.0,0,0,0.0,54.3,19,14,9.5,38,100.0,2,11,,79.3,53.8,0.0,54.5,,61.6,1,1,40,14.3,61.1,5.3,2,1,0,2,0,2,5.0,216,6.2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.17
1,Jon Kitna,217,QB,DET,1,-72.73,0,37,11,83.3,30,33,8.8,0.0,1,0,0.0,72.7,24,12,4.0,37,100.0,1,14,,41.6,60.6,78.9,66.5,,33.0,0,1,42,25.0,103.3,8.1,3,1,1,1,2,1,2.4,262,7.9,83.3,30,33,8.8,0.0,1,0,0.0,72.7,24,12,4.0,37,100.0,1,14,,41.6,60.6,78.9,66.5,,33.0,0,1,42,25.0,103.3,8.1,3,1,1,1,2,1,2.4,262,7.9,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-7.94
