Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
1,Ray Lewis,167,LB,BLT,1,0,8.0,50.0,87.5,11.3,5.7,0,0,0,0.0,3,70.6,86.8,76.4,83.0,78.2,83.4,0,8,0.0,0,0,0,56.3,3,35,40,3,2,6,0,18,9,0.5,6.0
1,Ronde Barber,261,S,TB,1,0,1.3,100.0,84.2,10.7,10.7,0,0,0,0.0,30,69.7,79.7,75.5,90.5,58.3,42.8,1,32,25.0,1,0,0,79.2,3,32,38,2,3,3,0,46,42,1.4,15.3
1,Charles Woodson,330,CB,GB,1,0,6.5,50.0,86.5,29.0,14.5,0,0,0,0.0,12,57.0,61.9,78.4,80.8,57.6,81.5,0,10,0.0,0,0,1,64.6,1,32,37,2,2,2,0,10,0,0.3,10.0
1,Keith Brooking,336,LB,DEN,1,0,9.0,0.0,80.0,,2.0,0,0,0,0.0,10,77.7,88.2,65.8,58.9,69.5,71.7,0,,,0,0,0,39.6,0,4,5,0,0,1,0,0,0,0.0,
1,Takeo Spikes,337,LB,SD,1,0,2.0,100.0,92.3,24.0,24.0,0,0,0,0.0,27,71.2,75.3,77.2,55.9,68.8,78.2,0,7,0.0,0,0,0,95.8,1,24,26,0,2,1,0,7,5,0.3,7.0
1,London Fletcher,424,LB,WAS,1,0,7.9,55.6,85.0,9.2,5.1,0,0,0,0.0,32,71.5,64.7,80.3,48.5,49.1,41.3,0,20,33.3,1,0,0,110.9,5,51,60,1,2,9,1,55,12,1.2,11.0
1,Champ Bailey,442,CB,DEN,1,0,13.3,66.7,100.0,23.0,15.3,0,0,1,33.3,10,70.3,70.5,78.7,,64.8,75.1,0,23,0.0,0,1,0,109.7,2,49,49,0,2,3,0,42,5,0.9,21.0
1,Antoine Winfield,456,CB,MIN,1,0,2.3,66.7,95.2,19.0,12.7,0,0,0,0.0,18,63.8,72.2,78.4,53.5,90.9,80.5,0,8,0.0,0,0,0,72.9,2,40,42,1,2,3,0,11,12,0.3,5.5
1,Brian Urlacher,587,LB,CHI,1,0,7.4,60.0,86.4,5.7,3.4,0,0,1,20.0,6,42.3,29.5,68.8,55.7,29.7,76.0,0,22,0.0,0,1,0,87.1,3,19,22,0,2,5,0,42,20,2.5,14.0
1,John Abraham,591,ED,ATL,1,0,,,11.5,,,0,0,0,,2,60.7,69.0,73.7,88.2,43.4,72.8,0,,,0,0,0,0.0,0,3,26,1,0,0,0,0,0,0.0,
