Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
1,Kenny Hill,46637,QB,TEXAS A&M,1,86.4,59,60,6.9,2.39,0,0,0.0,73.3,44,0,15,13.7,66,7,1,312,71.2,86.2,88.7,53.5,0,0,68,0,13.3,115.3,3.0,2,4,0,1,3,0,0.0,511,8.5
1,Brandon Doughty,10857,QB,W KENTUCKY,1,85.7,56,56,5.6,2.13,0,3,5.3,82.1,46,0,12,4.2,58,2,0,346,42.0,91.8,92.0,55.2,0,0,59,0,8.3,144.6,1.7,1,1,0,0,6,1,1.7,567,10.1
1,Connor Halliday,9724,QB,WASH STATE,1,86.3,51,54,9.1,2.24,1,3,5.3,70.4,38,0,12,13.6,59,6,0,341,70.4,87.5,89.8,50.5,0,1,63,0,25.0,124.1,5.1,3,2,0,2,5,1,1.6,521,9.6
1,Davis Webb,11842,QB,TEXAS TECH,1,84.3,51,54,6.6,2.18,0,2,3.6,74.1,40,0,8,7.0,54,3,0,315,70.3,81.2,80.2,60.0,1,2,55,1,0.0,109.0,0.0,0,0,1,1,4,2,3.6,465,8.6
1,Dane Evans,46560,QB,TULSA,1,71.4,49,53,8.7,2.52,0,1,1.7,58.5,31,0,21,11.4,57,4,1,320,71.0,49.2,53.7,41.9,0,2,63,1,4.8,94.6,1.8,1,3,0,4,4,6,9.5,437,8.2
1,Andrew Hendrix,14711,QB,MIAMI OH,1,58.5,41,50,12.1,2.48,0,4,7.4,48.0,24,0,20,0.0,58,0,0,221,50.5,48.1,53.9,48.2,1,1,62,1,20.0,80.6,6.9,4,4,0,8,3,4,6.5,322,6.4
1,Nick Arbuckle,16351,QB,GA STATE,1,73.8,42,49,8.8,2.09,2,3,5.7,63.3,31,0,9,0.0,53,0,0,175,70.4,80.7,76.7,73.3,0,2,57,0,22.2,100.1,3.8,2,2,2,3,4,1,1.8,413,8.4
1,Christian Hackenberg,10685,QB,PENN STATE,1,73.9,46,47,10.8,2.92,0,2,4.1,68.1,32,0,20,5.9,52,2,0,266,69.9,63.5,63.6,57.4,0,2,54,0,10.0,88.5,3.8,2,3,0,1,1,2,3.7,455,9.7
1,Grant Hedrick,12753,QB,BOISE ST,1,88.4,43,46,4.9,2.53,1,1,2.1,78.3,36,0,17,5.3,52,2,0,120,72.9,56.1,52.7,65.6,1,4,55,2,17.6,61.5,5.8,3,3,0,1,1,3,5.6,263,5.7
1,Clint Trickett,15673,QB,W VIRGINIA,1,86.4,44,46,6.8,2.34,1,2,4.3,63.0,29,0,6,23.7,49,9,0,343,69.6,91.0,90.4,64.1,0,0,49,1,33.3,94.9,4.1,2,1,0,1,1,0,0.0,365,7.9
