Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Julius Peppers,1010,ED,CAR,1,1,0,,0,0,5,0,0,60.0,70.2,78.1,63.6,67.6,71.7,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,24,23,0,0,23,0,0,1,16,7,0,0,0,0,0,3,0,0,0,
1,Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,0,0,70.9,55.6,76.9,53.0,50.6,35.4,0,1,0,0,,50.0,1,0,0,0.0,0,1,0,0,0,2,31,31,0,0,31,0,0,0,18,11,0,2,1,1,0,2,0,0,0,
1,Mike Adams,1972,S,CAR,1,1,0,100.0,0,0,5,0,0,70.3,69.4,0.0,69.1,65.9,79.5,0,0,0,0,17,0.0,0,0,1,91.7,3,0,0,13,0,42,64,10,0,0,10,0,27,54,2,20,14,4,4,0,3,0,0,18,16,6.0
1,Adam Jones,2223,CB,DEN,1,1,0,50.0,0,0,10,0,0,75.2,77.4,77.2,,73.9,45.9,0,0,0,1,6,25.0,1,0,0,16.7,1,0,0,0,38,27,38,0,0,0,0,0,0,38,0,11,0,1,2,1,2,0,0,6,1,6.0
1,Derrick Johnson,2232,LB,OAK,1,0,0,100.0,0,0,23,0,0,70.7,66.7,74.7,58.9,55.0,79.5,0,0,0,0,11,0.0,0,0,0,104.2,2,0,0,37,0,22,39,0,0,0,0,0,1,39,1,16,1,2,5,0,2,0,0,18,3,9.0
1,Lorenzo Alexander,2476,LB,BUF,1,0,0,75.0,0,0,4,0,0,90.7,86.5,76.8,62.2,67.4,79.3,0,1,0,0,6,0.0,0,1,0,78.1,3,0,0,25,0,11,44,19,0,0,19,0,0,25,12,21,0,2,6,0,4,1,0,13,9,4.3
1,Haloti Ngata,2957,DI,PHI,1,0,0,,0,0,24,0,0,,69.2,73.9,55.2,70.0,66.8,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,17,17,0,17,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,
1,Johnathan Joseph,2969,CB,HST,1,0,0,75.0,0,0,13,0,0,70.4,71.7,77.8,,69.1,81.0,0,0,0,0,12,0.0,0,1,1,85.4,6,0,0,10,55,41,72,0,0,0,0,0,0,72,0,31,7,3,8,0,8,0,0,40,13,6.7
1,Frostee Rucker,3036,ED,OAK,1,0,0,,0,0,23,0,0,,66.6,79.9,50.3,73.4,71.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,1,4,35,1,0,0,20,21,0,2,2,0,0,1,0,0,0,
1,Domata Peko Sr.,3068,DI,DEN,1,1,0,,0,0,10,0,0,,44.3,0.0,54.2,59.2,67.6,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,25,25,14,11,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,
1,Kyle Williams,3079,DI,BUF,1,1,0,,0,0,4,0,0,61.7,69.1,77.5,62.2,62.3,70.3,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,45,45,0,40,0,5,0,0,30,15,0,1,2,1,0,2,0,0,0,
1,Antoine Bethea,3152,S,ARZ,1,0,0,100.0,0,0,1,0,0,55.3,60.2,0.0,69.1,72.0,65.2,0,1,0,0,18,10.0,1,0,1,118.8,2,0,0,22,0,34,77,16,0,0,16,0,34,61,5,38,5,3,9,1,2,1,0,29,35,14.5
1,Tom Johnson,3378,DI,SEA,1,0,0,,0,0,29,0,0,60.0,63.0,77.0,67.7,52.7,66.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,1,35,0,3,0,0,29,10,0,0,1,0,0,1,0,0,0,
1,Tramon Williams,3558,S,GB,1,0,0,75.0,0,0,12,0,0,69.2,68.1,78.3,,59.2,63.0,0,0,0,0,12,16.7,1,0,0,78.1,3,0,0,8,55,46,70,0,0,0,0,0,1,70,0,24,6,2,5,0,4,0,0,13,7,4.3
1,Leon Hall,3634,CB,OAK,1,2,0,80.0,0,0,23,0,0,61.1,68.4,76.8,54.4,82.3,79.9,0,0,0,0,17,0.0,0,1,0,106.7,4,0,0,7,5,32,62,1,0,0,1,0,0,61,3,27,49,1,4,0,5,0,0,48,12,12.0
