Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Jeff Zgonina,55,DI,HST,1,0,0,,0,0,13,0,0,,56.4,75.2,56.5,57.4,68.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,6,14,0,1,2,0,0,0,0,0,0,
1,Ray Lewis,167,LB,BLT,1,0,0,75.0,0,0,3,0,0,76.8,75.1,75.9,59.9,58.7,81.3,0,0,0,0,20,20.0,1,0,0,99.0,3,0,0,46,0,28,46,0,0,0,0,0,0,46,1,17,0,1,4,1,4,0,0,33,25,11.0
1,Lawyer Milloy,171,S,SEA,1,0,0,,0,0,29,0,0,60.0,60.0,62.9,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,Brian Dawkins,181,S,DEN,1,1,0,100.0,0,0,10,0,0,59.5,56.8,75.1,48.0,58.7,60.3,0,0,0,0,18,16.7,2,0,0,118.8,4,0,0,11,6,35,63,0,0,0,0,0,46,63,4,24,0,1,9,0,4,0,0,54,36,13.5
1,Phillip Daniels,191,ED,WAS,1,1,0,,0,0,32,0,0,,43.4,76.5,57.2,42.2,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,0,2,0,41,0,0,18,25,0,1,1,0,0,0,0,0,0,
1,Nick Ferguson,210,S,HST,1,0,0,33.3,0,0,13,0,0,53.4,45.9,76.3,57.3,45.5,29.8,0,0,0,0,40,33.3,1,1,1,81.9,1,0,0,21,2,30,59,0,0,0,0,0,31,59,1,28,5,2,2,0,3,0,0,40,22,40.0
1,Larry Izzo,216,LB,NYJ,1,0,0,,0,0,22,0,0,,59.3,64.1,59.2,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
1,Hollis Thomas,225,DI,SL,1,1,0,,0,0,26,0,0,,62.7,75.8,54.8,65.0,69.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,0,27,0,0,0,0,14,13,0,0,1,0,0,0,0,0,0,
1,Shawn Springs,230,CB,NE,1,0,0,100.0,0,0,19,0,0,51.1,57.2,75.9,59.0,79.5,77.6,0,0,0,0,27,0.0,0,0,0,118.8,2,0,0,0,25,22,36,0,0,0,0,0,0,36,1,13,11,1,4,0,2,0,0,37,20,18.5
1,James Farrior,234,LB,PIT,1,2,0,100.0,0,0,25,0,0,39.3,39.0,78.9,80.9,34.9,81.4,0,3,0,0,16,0.0,0,0,0,113.9,3,1,0,63,0,27,64,1,0,0,1,0,0,63,12,25,0,1,4,0,3,4,0,34,21,11.3
1,Trevor Pryce,243,DI,BLT,1,0,0,,0,1,3,0,0,,89.8,76.3,90.2,62.5,67.4,0,2,0,0,,,0,0,0,0.0,0,1,0,0,0,0,38,38,1,22,0,15,0,0,27,11,0,1,0,0,0,3,0,0,0,
1,Darren Sharper,258,S,NO,1,0,0,0.0,0,0,20,0,0,68.4,67.6,0.0,,63.6,23.8,0,0,0,2,,100.0,1,0,1,0.0,0,0,0,4,0,38,58,0,0,0,0,0,54,58,0,20,0,0,0,0,2,0,0,0,0,
1,Ronde Barber,261,CB,TB,1,0,0,0.0,0,0,30,0,0,76.3,83.2,77.6,71.2,83.4,37.5,0,0,0,0,,33.3,1,1,0,39.6,0,1,0,9,20,25,50,0,0,0,0,0,0,50,3,22,21,3,2,1,3,1,0,0,0,
1,Jason Taylor,264,ED,MIA,1,0,0,,0,0,17,0,0,63.8,58.7,0.8,58.7,64.9,74.5,0,1,0,0,,0.0,0,0,1,0.0,0,1,0,14,0,8,61,47,0,0,44,3,0,14,26,27,0,2,1,0,0,2,0,0,0,
1,Bertrand Berry,267,ED,ARZ,1,0,0,,0,0,1,1,0,60.3,66.0,70.5,65.1,60.0,68.1,0,0,0,0,,,0,0,0,0.0,0,1,0,3,0,3,14,11,0,0,0,11,0,3,9,2,0,1,0,0,0,1,0,0,0,
1,Mike Vrabel,268,ED,KC,1,1,1,66.7,0,0,16,0,0,70.3,60.2,80.5,58.9,50.9,47.0,0,1,0,0,11,12.5,1,0,0,116.7,2,0,0,0,0,21,89,88,0,0,87,1,0,1,32,36,1,3,6,0,3,1,1,14,18,7.0
1,Al Harris,282,CB,GB,1,2,0,83.3,0,0,12,0,0,79.2,79.2,79.4,44.8,80.0,82.5,0,0,0,1,20,0.0,0,0,1,65.3,5,0,0,4,64,38,69,0,0,0,0,0,1,69,3,28,0,3,7,0,6,0,0,55,13,11.0
1,Grady Jackson,288,DI,DET,1,0,0,,0,0,11,0,0,,61.4,75.9,54.7,63.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,33,33,0,33,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,
1,Jason Ferguson,293,DI,MIA,1,0,0,,0,0,17,0,0,,54.6,74.8,71.6,47.0,68.6,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,26,5,0,0,0,0,14,17,0,0,1,0,0,1,0,0,0,
1,Travis Kirschke,310,DI,PIT,1,0,0,,0,0,25,0,0,,73.0,72.4,66.3,66.0,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,15,15,0,0,0,15,0,0,11,4,0,0,0,0,0,2,0,0,0,
1,Bryan Robinson,321,DI,ARZ,1,0,0,,0,0,1,0,0,,62.7,74.9,53.9,65.1,71.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,22,0,0,10,0,0,13,19,0,3,3,0,0,0,0,0,0,
1,Pat Williams,326,DI,MIN,1,0,0,,0,0,18,0,0,,47.1,76.0,54.5,48.6,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,0,30,0,0,0,0,16,14,0,0,1,0,0,0,0,0,0,
1,Jamal Williams,328,DI,SD,1,0,0,,0,0,27,0,0,,31.6,75.8,52.7,32.1,71.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,33,5,0,5,0,0,22,21,0,2,3,1,0,0,0,0,0,
1,Charles Woodson,330,CB,GB,1,0,0,60.0,0,0,12,0,0,40.8,41.1,78.9,61.3,49.9,44.4,0,1,0,0,68,33.3,1,0,0,104.2,3,0,0,22,21,39,71,0,0,0,0,0,1,71,4,28,27,1,2,0,5,1,0,113,53,37.7
1,Greg Ellis,332,ED,OAK,1,0,0,,0,1,23,0,0,62.8,73.2,77.7,65.2,60.3,71.0,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,59,59,0,0,1,58,0,0,35,24,0,3,2,1,0,3,0,0,0,
1,Keith Brooking,336,LB,DAL,1,1,0,100.0,0,0,9,0,0,48.5,53.7,77.8,53.9,64.6,80.6,0,0,0,0,20,0.0,0,0,0,118.8,3,0,0,55,0,24,55,0,0,0,0,0,0,55,3,28,0,4,7,0,3,0,0,43,3,14.3
1,Takeo Spikes,337,LB,SF,1,0,0,0.0,0,0,28,0,0,76.3,59.6,74.3,,44.4,,0,0,0,0,,,0,0,0,39.6,0,0,0,22,0,8,22,0,0,0,0,0,0,22,0,14,0,0,0,0,1,0,0,0,0,
1,Vonnie Holliday,340,DI,DEN,1,0,0,,0,0,10,0,0,60.0,53.0,72.7,54.0,56.2,68.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,18,18,0,3,0,15,0,0,9,8,0,1,1,0,0,0,0,0,0,
1,Leonard Little,370,ED,SL,1,0,0,,0,0,26,0,0,60.0,45.2,0.0,50.9,57.7,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,40,40,0,1,0,39,0,0,19,20,0,0,0,0,0,0,0,0,0,
1,Deshea Townsend,391,CB,PIT,1,0,0,33.3,0,0,25,0,0,39.4,40.7,73.1,,60.0,26.4,0,0,0,0,8,50.0,1,0,0,42.4,1,0,0,0,0,14,16,0,0,0,0,0,0,16,0,2,16,0,1,0,3,0,0,8,6,8.0
